datetime,values
2025-05-14T18:00:00Z+0000,85.2
2025-05-14T18:10:00Z+0000,86.3
2025-05-14T18:20:00Z+0000,85.9
2025-05-14T18:30:00Z+0000,87.7
2025-05-14T18:40:00Z+0000,89.9
2025-05-14T18:50:00Z+0000,88.8
2025-05-14T19:00:00Z+0000,89.4
2025-05-14T19:10:00Z+0000,88.7
2025-05-14T19:20:00Z+0000,82.0
2025-05-14T19:30:00Z+0000,82.5
2025-05-14T19:40:00Z+0000,84.2
2025-05-14T19:50:00Z+0000,82.8
2025-05-14T20:00:00Z+0000,84.2
2025-05-14T20:10:00Z+0000,83.0
2025-05-14T20:20:00Z+0000,83.2
2025-05-14T20:30:00Z+0000,88.8
2025-05-14T20:40:00Z+0000,85.9
2025-05-14T20:50:00Z+0000,87.0
2025-05-14T21:00:00Z+0000,85.4
2025-05-14T21:10:00Z+0000,81.6
2025-05-14T21:20:00Z+0000,84.9
2025-05-14T21:30:00Z+0000,81.6
2025-05-14T21:40:00Z+0000,81.8
2025-05-14T21:50:00Z+0000,74.6
2025-05-14T22:00:00Z+0000,76.6
2025-05-14T22:10:00Z+0000,76.8
2025-05-14T22:20:00Z+0000,74.5
2025-05-14T22:30:00Z+0000,75.6
2025-05-14T22:40:00Z+0000,76.4
2025-05-14T22:50:00Z+0000,75.0
2025-05-14T23:00:00Z+0000,72.8
2025-05-14T23:10:00Z+0000,76.3
2025-05-14T23:20:00Z+0000,70.5
2025-05-14T23:30:00Z+0000,68.0
2025-05-14T23:40:00Z+0000,64.1
2025-05-14T23:50:00Z+0000,66.3
2025-05-15T00:00:00Z+0000,65.4
2025-05-15T00:10:00Z+0000,65.7
2025-05-15T00:20:00Z+0000,65.4
2025-05-15T00:30:00Z+0000,62.2
2025-05-15T00:40:00Z+0000,65.8
2025-05-15T00:50:00Z+0000,69.2
2025-05-15T01:00:00Z+0000,65.4
2025-05-15T01:10:00Z+0000,60.4
2025-05-15T01:20:00Z+0000,62.0
2025-05-15T01:30:00Z+0000,51.7
2025-05-15T01:40:00Z+0000,51.8
2025-05-15T01:50:00Z+0000,52.4
2025-05-15T02:00:00Z+0000,57.9
2025-05-15T02:10:00Z+0000,52.6
2025-05-15T02:20:00Z+0000,52.2
2025-05-15T02:30:00Z+0000,56.5
2025-05-15T02:40:00Z+0000,58.3
2025-05-15T02:50:00Z+0000,51.2
2025-05-15T03:00:00Z+0000,56.1
2025-05-15T03:10:00Z+0000,47.1
2025-05-15T03:20:00Z+0000,49.6
2025-05-15T03:30:00Z+0000,41.7
2025-05-15T03:40:00Z+0000,48.7
2025-05-15T03:50:00Z+0000,40.6
2025-05-15T04:00:00Z+0000,44.5
2025-05-15T04:10:00Z+0000,46.3
2025-05-15T04:20:00Z+0000,39.7
2025-05-15T04:30:00Z+0000,46.7
2025-05-15T04:40:00Z+0000,42.4
2025-05-15T04:50:00Z+0000,44.3
2025-05-15T05:00:00Z+0000,42.8
2025-05-15T05:10:00Z+0000,45.3
2025-05-15T05:20:00Z+0000,38.9
2025-05-15T05:30:00Z+0000,39.0
2025-05-15T05:40:00Z+0000,40.9
2025-05-15T05:50:00Z+0000,40.0
2025-05-15T06:00:00Z+0000,38.4
2025-05-15T06:10:00Z+0000,38.4
2025-05-15T06:20:00Z+0000,51.9
2025-05-15T06:30:00Z+0000,33.1
2025-05-15T06:40:00Z+0000,52.4
2025-05-15T06:50:00Z+0000,60.1
2025-05-15T07:00:00Z+0000,53.1
2025-05-15T07:10:00Z+0000,48.9
2025-05-15T07:20:00Z+0000,44.4
2025-05-15T07:30:00Z+0000,30.9
2025-05-15T07:40:00Z+0000,30.5
2025-05-15T07:50:00Z+0000,23.6
2025-05-15T08:00:00Z+0000,24.2
2025-05-15T08:10:00Z+0000,19.4
2025-05-15T08:20:00Z+0000,24.7
2025-05-15T08:30:00Z+0000,23.0
2025-05-15T08:40:00Z+0000,23.5
2025-05-15T08:50:00Z+0000,28.3
2025-05-15T09:00:00Z+0000,30.3
2025-05-15T09:10:00Z+0000,31.6
2025-05-15T09:20:00Z+0000,31.6
2025-05-15T09:30:00Z+0000,36.4
