datetime,values
2025-05-14T16:10:00Z+0000,74.3
2025-05-14T16:20:00Z+0000,80.1
2025-05-14T16:30:00Z+0000,77.4
2025-05-14T16:40:00Z+0000,72.2
2025-05-14T16:50:00Z+0000,71.6
2025-05-14T17:00:00Z+0000,87.6
2025-05-14T17:10:00Z+0000,93.2
2025-05-14T17:20:00Z+0000,92.7
2025-05-14T17:30:00Z+0000,92.0
2025-05-14T17:40:00Z+0000,90.8
2025-05-14T17:50:00Z+0000,90.9
2025-05-14T18:00:00Z+0000,92.3
2025-05-14T18:10:00Z+0000,93.2
2025-05-14T18:20:00Z+0000,94.6
2025-05-14T18:30:00Z+0000,96.3
2025-05-14T18:40:00Z+0000,97.9
2025-05-14T18:50:00Z+0000,98.3
2025-05-14T19:00:00Z+0000,96.0
2025-05-14T19:10:00Z+0000,94.2
2025-05-14T19:20:00Z+0000,93.4
2025-05-14T19:30:00Z+0000,93.2
2025-05-14T19:40:00Z+0000,94.3
2025-05-14T19:50:00Z+0000,93.4
2025-05-14T20:00:00Z+0000,91.7
2025-05-14T20:10:00Z+0000,90.8
2025-05-14T20:20:00Z+0000,91.2
2025-05-14T20:30:00Z+0000,91.2
2025-05-14T20:40:00Z+0000,92.2
2025-05-14T20:50:00Z+0000,93.0
2025-05-14T21:00:00Z+0000,93.4
2025-05-14T21:10:00Z+0000,93.8
2025-05-14T21:20:00Z+0000,94.2
2025-05-14T21:30:00Z+0000,94.6
2025-05-14T21:40:00Z+0000,95.2
2025-05-14T21:50:00Z+0000,95.6
2025-05-14T22:00:00Z+0000,96.0
2025-05-14T22:10:00Z+0000,96.4
2025-05-14T22:20:00Z+0000,96.3
2025-05-14T22:30:00Z+0000,97.1
2025-05-14T22:40:00Z+0000,97.2
2025-05-14T22:50:00Z+0000,96.2
2025-05-14T23:00:00Z+0000,95.8
2025-05-14T23:10:00Z+0000,95.9
2025-05-14T23:20:00Z+0000,96.0
2025-05-14T23:30:00Z+0000,96.0
2025-05-14T23:40:00Z+0000,96.6
2025-05-14T23:50:00Z+0000,97.4
2025-05-15T00:00:00Z+0000,96.5
2025-05-15T00:10:00Z+0000,95.4
2025-05-15T00:20:00Z+0000,96.0
2025-05-15T00:30:00Z+0000,89.6
2025-05-15T00:40:00Z+0000,87.6
2025-05-15T00:50:00Z+0000,87.8
2025-05-15T01:00:00Z+0000,87.5
2025-05-15T01:10:00Z+0000,88.8
2025-05-15T01:20:00Z+0000,88.6
2025-05-15T01:30:00Z+0000,86.6
2025-05-15T01:40:00Z+0000,85.0
2025-05-15T01:50:00Z+0000,82.0
2025-05-15T02:00:00Z+0000,82.8
2025-05-15T02:10:00Z+0000,84.8
2025-05-15T02:20:00Z+0000,84.0
2025-05-15T02:30:00Z+0000,85.1
2025-05-15T02:40:00Z+0000,85.6
2025-05-15T02:50:00Z+0000,86.8
2025-05-15T03:00:00Z+0000,84.5
2025-05-15T03:10:00Z+0000,85.9
2025-05-15T03:20:00Z+0000,87.8
2025-05-15T03:30:00Z+0000,89.1
2025-05-15T03:40:00Z+0000,90.4
2025-05-15T03:50:00Z+0000,90.9
2025-05-15T04:00:00Z+0000,89.9
2025-05-15T04:10:00Z+0000,86.9
2025-05-15T04:20:00Z+0000,87.1
2025-05-15T04:30:00Z+0000,81.4
2025-05-15T04:40:00Z+0000,83.8
2025-05-15T04:50:00Z+0000,89.0
2025-05-15T05:00:00Z+0000,89.3
2025-05-15T05:10:00Z+0000,86.5
2025-05-15T05:20:00Z+0000,82.1
2025-05-15T05:30:00Z+0000,76.8
2025-05-15T05:40:00Z+0000,71.0
2025-05-15T05:50:00Z+0000,71.1
2025-05-15T06:00:00Z+0000,69.7
2025-05-15T06:10:00Z+0000,68.5
2025-05-15T06:20:00Z+0000,64.0
2025-05-15T06:30:00Z+0000,65.5
2025-05-15T06:40:00Z+0000,66.6
2025-05-15T06:50:00Z+0000,64.9
2025-05-15T07:00:00Z+0000,61.5
2025-05-15T07:10:00Z+0000,64.8
2025-05-15T07:20:00Z+0000,64.7
2025-05-15T07:30:00Z+0000,62.0
2025-05-15T07:40:00Z+0000,60.4
2025-05-15T07:50:00Z+0000,58.4
2025-05-15T08:00:00Z+0000,52.5
2025-05-15T08:10:00Z+0000,54.8
2025-05-15T08:20:00Z+0000,57.2
2025-05-15T08:30:00Z+0000,59.7
2025-05-15T08:40:00Z+0000,58.6
2025-05-15T08:50:00Z+0000,59.0
2025-05-15T09:00:00Z+0000,58.7
2025-05-15T09:10:00Z+0000,60.8
2025-05-15T09:20:00Z+0000,63.8
2025-05-15T09:30:00Z+0000,63.5
