datetime,values
2025-05-15T00:20:00Z+0000,71.2
2025-05-15T00:30:00Z+0000,71.7
2025-05-15T00:40:00Z+0000,72.6
2025-05-15T00:50:00Z+0000,72.6
2025-05-15T01:00:00Z+0000,72.2
2025-05-15T01:10:00Z+0000,72.6
2025-05-15T01:20:00Z+0000,71.2
2025-05-15T01:30:00Z+0000,71.8
2025-05-15T01:40:00Z+0000,72.2
2025-05-15T01:50:00Z+0000,73.1
2025-05-15T02:00:00Z+0000,73.5
2025-05-15T02:10:00Z+0000,73.9
2025-05-15T02:20:00Z+0000,75.7
2025-05-15T02:30:00Z+0000,75.5
2025-05-15T02:40:00Z+0000,76.2
2025-05-15T02:50:00Z+0000,75.5
2025-05-15T03:00:00Z+0000,76.8
2025-05-15T03:10:00Z+0000,77.1
2025-05-15T03:20:00Z+0000,78.0
2025-05-15T03:30:00Z+0000,79.2
2025-05-15T03:40:00Z+0000,80.1
2025-05-15T03:50:00Z+0000,82.8
2025-05-15T04:00:00Z+0000,87.5
2025-05-15T04:10:00Z+0000,88.5
2025-05-15T04:20:00Z+0000,87.2
2025-05-15T04:30:00Z+0000,85.5
2025-05-15T04:40:00Z+0000,82.2
2025-05-15T04:50:00Z+0000,80.9
2025-05-15T05:00:00Z+0000,78.4
2025-05-15T05:10:00Z+0000,74.0
2025-05-15T05:20:00Z+0000,70.7
2025-05-15T05:30:00Z+0000,67.7
2025-05-15T05:40:00Z+0000,65.2
2025-05-15T05:50:00Z+0000,62.4
2025-05-15T06:00:00Z+0000,60.0
2025-05-15T06:10:00Z+0000,57.8
2025-05-15T06:20:00Z+0000,57.1
2025-05-15T06:30:00Z+0000,55.6
2025-05-15T06:40:00Z+0000,52.2
2025-05-15T06:50:00Z+0000,51.7
2025-05-15T07:00:00Z+0000,51.4
2025-05-15T07:10:00Z+0000,53.1
2025-05-15T07:20:00Z+0000,52.7
2025-05-15T07:30:00Z+0000,49.5
2025-05-15T07:40:00Z+0000,47.3
2025-05-15T07:50:00Z+0000,42.1
2025-05-15T08:00:00Z+0000,39.8
2025-05-15T08:10:00Z+0000,47.6
2025-05-15T08:20:00Z+0000,46.4
2025-05-15T08:30:00Z+0000,47.4
2025-05-15T08:40:00Z+0000,48.9
2025-05-15T08:50:00Z+0000,46.0
2025-05-15T09:00:00Z+0000,42.3
2025-05-15T09:10:00Z+0000,42.1
2025-05-15T09:20:00Z+0000,44.1
2025-05-15T09:30:00Z+0000,42.4
