datetime,values
2025-05-14T09:40:00Z+0000,49.9
2025-05-14T09:50:00Z+0000,49.6
2025-05-14T10:00:00Z+0000,47.4
2025-05-14T10:10:00Z+0000,45.2
2025-05-14T10:20:00Z+0000,43.1
2025-05-14T10:30:00Z+0000,44.7
2025-05-14T10:40:00Z+0000,41.1
2025-05-14T10:50:00Z+0000,42.7
2025-05-14T11:00:00Z+0000,41.8
2025-05-14T11:10:00Z+0000,40.2
2025-05-14T11:20:00Z+0000,40.1
2025-05-14T11:30:00Z+0000,38.7
2025-05-14T11:40:00Z+0000,38.1
2025-05-14T11:50:00Z+0000,38.8
2025-05-14T12:00:00Z+0000,39.0
2025-05-14T12:10:00Z+0000,38.8
2025-05-14T12:20:00Z+0000,38.1
2025-05-14T12:30:00Z+0000,36.1
2025-05-14T12:40:00Z+0000,34.9
2025-05-14T12:50:00Z+0000,36.6
2025-05-14T13:00:00Z+0000,37.7
2025-05-14T13:10:00Z+0000,37.7
2025-05-14T13:20:00Z+0000,35.6
2025-05-14T13:30:00Z+0000,34.5
2025-05-14T13:40:00Z+0000,35.0
2025-05-14T13:50:00Z+0000,34.7
2025-05-14T14:00:00Z+0000,34.7
2025-05-14T14:10:00Z+0000,35.8
2025-05-14T14:20:00Z+0000,35.9
2025-05-14T14:30:00Z+0000,37.0
2025-05-14T14:40:00Z+0000,36.2
2025-05-14T14:50:00Z+0000,37.7
2025-05-14T15:00:00Z+0000,39.3
2025-05-14T15:10:00Z+0000,40.5
2025-05-14T15:20:00Z+0000,40.5
2025-05-14T15:30:00Z+0000,40.4
2025-05-14T15:40:00Z+0000,40.9
2025-05-14T15:50:00Z+0000,42.0
2025-05-14T16:00:00Z+0000,42.1
2025-05-14T16:10:00Z+0000,43.4
2025-05-14T16:20:00Z+0000,42.6
2025-05-14T16:30:00Z+0000,44.0
2025-05-14T16:40:00Z+0000,45.4
2025-05-14T16:50:00Z+0000,47.0
2025-05-14T17:00:00Z+0000,48.1
2025-05-14T17:10:00Z+0000,49.6
2025-05-14T17:20:00Z+0000,51.2
2025-05-14T17:30:00Z+0000,52.5
2025-05-14T17:40:00Z+0000,52.8
2025-05-14T17:50:00Z+0000,52.5
2025-05-14T18:00:00Z+0000,52.8
2025-05-14T18:10:00Z+0000,53.8
2025-05-14T18:20:00Z+0000,55.0
2025-05-14T18:30:00Z+0000,56.3
2025-05-14T18:40:00Z+0000,56.7
2025-05-14T18:50:00Z+0000,57.6
2025-05-14T19:00:00Z+0000,57.9
2025-05-14T19:10:00Z+0000,57.7
2025-05-14T19:20:00Z+0000,57.2
2025-05-14T19:30:00Z+0000,57.8
2025-05-14T19:40:00Z+0000,58.2
2025-05-14T19:50:00Z+0000,59.5
2025-05-14T20:00:00Z+0000,59.8
2025-05-14T20:10:00Z+0000,60.4
2025-05-14T20:20:00Z+0000,60.9
2025-05-14T20:30:00Z+0000,61.3
2025-05-14T20:40:00Z+0000,61.4
2025-05-14T20:50:00Z+0000,61.3
2025-05-14T21:00:00Z+0000,61.2
2025-05-14T21:10:00Z+0000,60.3
2025-05-14T21:20:00Z+0000,61.9
2025-05-14T21:30:00Z+0000,62.0
2025-05-14T21:40:00Z+0000,62.4
2025-05-14T21:50:00Z+0000,66.2
2025-05-14T22:00:00Z+0000,66.9
2025-05-14T22:10:00Z+0000,61.0
2025-05-14T22:20:00Z+0000,59.5
2025-05-14T22:30:00Z+0000,60.0
2025-05-14T22:40:00Z+0000,59.4
2025-05-14T22:50:00Z+0000,60.9
2025-05-14T23:00:00Z+0000,58.9
2025-05-14T23:10:00Z+0000,64.2
2025-05-14T23:20:00Z+0000,69.6
2025-05-14T23:30:00Z+0000,73.5
2025-05-14T23:40:00Z+0000,67.2
2025-05-14T23:50:00Z+0000,66.6
2025-05-15T00:00:00Z+0000,66.4
2025-05-15T00:10:00Z+0000,67.6
2025-05-15T00:20:00Z+0000,59.5
2025-05-15T00:30:00Z+0000,62.2
2025-05-15T00:40:00Z+0000,68.3
2025-05-15T00:50:00Z+0000,58.7
2025-05-15T01:00:00Z+0000,58.6
2025-05-15T01:10:00Z+0000,65.0
2025-05-15T01:20:00Z+0000,63.8
2025-05-15T01:30:00Z+0000,67.9
2025-05-15T01:40:00Z+0000,68.7
2025-05-15T01:50:00Z+0000,61.7
2025-05-15T02:00:00Z+0000,62.1
2025-05-15T02:10:00Z+0000,63.2
2025-05-15T02:20:00Z+0000,60.1
2025-05-15T02:30:00Z+0000,64.6
2025-05-15T02:40:00Z+0000,61.5
2025-05-15T02:50:00Z+0000,59.5
2025-05-15T03:00:00Z+0000,65.5
2025-05-15T03:10:00Z+0000,59.7
2025-05-15T03:20:00Z+0000,60.1
2025-05-15T03:30:00Z+0000,57.6
2025-05-15T03:40:00Z+0000,54.7
2025-05-15T03:50:00Z+0000,62.6
2025-05-15T04:00:00Z+0000,63.3
2025-05-15T04:10:00Z+0000,61.3
2025-05-15T04:20:00Z+0000,52.8
2025-05-15T04:30:00Z+0000,56.0
2025-05-15T04:40:00Z+0000,63.4
2025-05-15T04:50:00Z+0000,56.5
2025-05-15T05:00:00Z+0000,54.1
2025-05-15T05:10:00Z+0000,58.3
2025-05-15T05:20:00Z+0000,53.8
2025-05-15T05:30:00Z+0000,51.4
2025-05-15T05:40:00Z+0000,50.6
2025-05-15T05:50:00Z+0000,50.4
2025-05-15T06:00:00Z+0000,50.6
2025-05-15T06:10:00Z+0000,52.0
2025-05-15T06:20:00Z+0000,49.7
2025-05-15T06:30:00Z+0000,49.5
2025-05-15T06:40:00Z+0000,51.3
2025-05-15T06:50:00Z+0000,50.7
2025-05-15T07:00:00Z+0000,48.8
2025-05-15T07:10:00Z+0000,48.4
2025-05-15T07:20:00Z+0000,47.1
2025-05-15T07:30:00Z+0000,46.8
2025-05-15T07:40:00Z+0000,44.2
2025-05-15T07:50:00Z+0000,44.2
2025-05-15T08:00:00Z+0000,46.5
2025-05-15T08:10:00Z+0000,46.8
2025-05-15T08:20:00Z+0000,49.0
2025-05-15T08:30:00Z+0000,48.7
2025-05-15T08:40:00Z+0000,47.2
2025-05-15T08:50:00Z+0000,46.7
2025-05-15T09:00:00Z+0000,46.4
2025-05-15T09:10:00Z+0000,46.5
2025-05-15T09:20:00Z+0000,43.9
2025-05-15T09:30:00Z+0000,43.7
